id,text_final,target_category,prioridade
3792,problemas de conectividade cliente relatar intermitencias na internet durante uso do sistema e pedir ajuda urgente,Acesso,Media
3793,som de audio desconexo o som esta constantemente distorcer e estridente durante o uso do computador especialmente quando acessar jogos online,Rede,Baixa
3794,dispositivo usb nao reconhecer ao conectar meu novo dispositivo usb no laptop ele e exibir como um dispositivo desconhecer nao conseguir habilitar o acesso ou usar os recursos do hardware,Hardware,Alta
3795,papel branco sem impressao apos usar o scanner percebi que nao ha imagens impressas a maquina parecer funcionar corretamente,Hardware,Baixa
3796,problemas no monitor seu computador esta funcionando mas o displayr nao exibir imagem ha um som de inicializacao,Hardware,Alta
3797,suspeita de conta comprometir funcionario suspeitar que sua senha poder ter sido roubar devido a tentativa inesperada de login em um dispositivo desconhecer a recuperacao automatica da senha nao foi concluir necessitar intervencao manual,Acesso,Baixa
3798,relatorio mensal atraso cliente relatar que o processamento do relatorio mensal esta consistentemente adiantar levar a problemas de sincronizacao com outros sistemas,Banco de Dados,Baixa
3799,dispositivo usb nao reconhecer desde o ultimo reinicio meu computador parar de detectar dispositivos conectados atraves do porto usb isso afetar a capacidade de mover arquivos entre unidades e tambem interferir na comunicacao com drivers necessarios para funcionamento,Hardware,Media
3800,problemas de navegabilidade na pagina do site o cliente informar que encontrar dificuldades para clicar em links especificos no painel administrativo possivelmente indicar problemas com a interface da web,Acesso,Baixa
3801,lente da camera nao funcionar a lente de uma minha camera digital esta grudada e parar de funcionar preciso de ajuda para remover o residuo sem danificar a peca,Hardware,Media
3802,sistema erp lento o sistema de planejamento e controle da empresa nao esta responderer como esperar causar atrasos em processamentos acreditar que poder haver um problema com a memoria ou o software,Infraestrutura,Media
3803,ajuda de navegador web o cliente relatar que ao utilizar o navegador chrome os sites estao carregar mais lentamente do que o normal e ha algumas vezes uma falta total no acesso,Acesso,Baixa
3804,dificuldade no logon do sistema funcionario relatar ter problemas intermitentes ao tentar entrar nos sistemas de trabalho sem acesso aos e mails para recuperacao da senha,Acesso,Baixa
3805,problemas de conectividade a internet o cliente relatar que her uma intermitencia na sua rede wi fi o qual afetar a navegacao no trabalho,Acesso,Baixa
3806,problemas de conectividade o usuario relatar que nao conseguir se conectar ao intranet e precisar entrar em contato para resolver o problema,Acesso,Alta
3807,painel de controle nao esta responder o painel digital principal da instalacao residencial parecer estar desligado impedir a operacao normal dos sistemas domesticos,Infraestrutura,Baixa
3808,troca de senha atrasar o usuario avisar que nao conseguir realizar trocas programar de senha mas isso afetar apenas a conveniencia e nao o trabalho em andamento,Acesso,Baixa
3809,acesso restrito ao servidor o cliente relatar que nao conseguir entrar no servidor de desenvolvimento e precisar realizar manutencao urgente,Acesso,Alta
3810,wi fi instavel o wi fi no escritorio esta sofrer desligamentos intermitentes prejudicar o trabalho dos funcionarios,Rede,Baixa
3811,inicio da sessao falha funcionario relatar que ao tentar iniciar o trabalho no computador de desenvolvimento a inicializacao do sistema operacional nao esta funcionando corretamente ocorrer um erro unexpected alert for coder impedir qualquer processamento e necessidade imediata,Acesso,Alta
3812,login impedir usuario relatar ter problemas ao tentar entrar no sistema devido a senha incorreta,Acesso,Baixa
3813,sistema crm nao atualiza horarios desde o ultimo patch meu sistema de gerenciamento de relacionamentos crm parar de sincronizar os novos horarios das reunioes com a agenda,Comunicação,Media
3814,radio fm intermitente o radio da minha casa vai e volta entre os canais sempre que tentar alterar o desligamento se tornar frequente,Rede,Baixa
3815,banco de dados lento os processos de backup do banco comecar muito tarde da hora e levar mais tempo para finalizar precisar encontrar uma solucao urgente,Banco de Dados,Alta
3816,dificuldade de conectar celular desde ontem tentar sem sucesso conectar meu telefone a rede wi fi todos os outros dispositivos estao funcionar corretamente,Rede,Alta
3817,sensor de temperatura defeituoso o sensor do sistema hvac indicar uma leitura anormalmente alta que nao corresponder as condicoes ambientais reais,Infraestrutura,Baixa
3818,roteamento de dns falha estou enfrentar problemas no roteamento do dns recebi erros como dns nao responder ao acessar sites especificos,Rede,Media
3819,dispositivos wi fi caoticos a rede wi fi na sede esta causar interrupcoes frequentes afetar a conectividade de multiplos departamentos e atrasar operacoes criticas,Infraestrutura,Alta
3820,mouse sem resposta o mouse naoer esta funcionando e nada acontecer quando o botao de clicar e pressionar iniciar recentemente entao acredito que poder ser uma falha inicial,Hardware,Baixa
3821,suspeita de violacao do firewall o departamento informar que notar atividades suspeitas no sistema e desejar uma verificacao para garantir a seguranca mas sem urgencia,Acesso,Baixa
3822,erro na criacao do e mail estou tentar criar uma mensagem no gmail mas o botao enviar fica desativar,Comunicação,Baixa
3823,nao conseguir ver arquivo usuario relatar que nao conseguir abrir o documento especifico no local de trabalho esta usar a ultima versao do software e todos os outros arquivos estao acessiveis,Acesso,Baixa
3824,fonte usb ficar quente a fonte que uso nao esta ficar tao calorosa quanto costumar esta um pouco mais frio do que o normal,Hardware,Baixa
3825,problemas de login funcionarios relatar que nao conseguir acessar seus contatos devido a um problema no sistema,Acesso,Alta
3826,problemas de conectividade o usuario relatar ter problemas intermitentes na rede afetar o desempenho das aplicacoes onlinar durante as horas pico,Acesso,Baixa
3827,sistema de contabilidade nao responder o sistema financeiro esta completamente indisponivel impedir o processamento diario dos registros e afetar a responsividade operacional da empresa,Infraestrutura,Alta
3828,perfil de usuario inacessivel o usuario relatar que nao conseguir ver o seu perfil no sistema apesar da senha estar certa e ja ter tentar restaurar acessos anteriores sem sucesso,Acesso,Baixa
3829,atraso na conexao de internet quando tentar ativar o wi fi ha um intervalo prolongar antes que as configuracoes sejam aplicar e a rede começar,Rede,Baixa
3830,lancador do sistema nao funcionar quando tentar iniciar o lancador padrao ele abrir mas logo fechar automaticamente atencao apenas para problemas relacionar ao software e drivers de hardware,Hardware,Baixa
3831,problemas no monitor o monteiro esta funcionando mas os graficos nao estao aparecer sugestoes sobre como solucionar,Hardware,Baixa
3832,inicio de sessao falho funcionario descrever que ao tentar iniciar o trabalho no servidor remoto encontrar um erro acesso negar apesar da autenticacao correta,Acesso,Media
3833,ligacao de rede fraca estamos ter problemas intermitentes na conexao da internet no escritorio a velocidade e inconsistente e as vezes a ligacao se desconectar completamente,Infraestrutura,Baixa
3834,problema de conexao wi fi ter dificuldade constante para se conectar ao meu roteador da internet mesmo que o cabo esta funcionando perfeitamente,Comunicação,Media
3835,acesso movel irregular o cliente notar variacoes no alcance e desempenho do seu smartphone especialmente quando se afastar da casa,Rede,Baixa
3836,som barulhento no laptop meu laptop nao esta produzir som normalmente ha estranha distorcao na trilha sonora durante a reproducao de videos,Hardware,Baixa
3837,problemas de conexao wi fi o cliente relatar problemas intermitentes ao se conectar a rede wi fi no escritorio o problema afetar tanto o trabalho remoto quanto os processos normais do ambiente corporativo,Acesso,Media
3838,problemas de rede interna a conexao da internet no escritorio do sr silva esta instavel e ocasionalmente nao alcancar as velocidades prometir pelo contrato com a operadora,Infraestrutura,Baixa
3839,computador trar ao inicializar quando tentar ligar o computador ele naoer apresentar nenhum sinal de vida a bios e carregar corretamente e todas as perifericas estao funcionar normalmente,Hardware,Alta
3840,sistema de vendas inacessivel funcionario relatar que nao conseguir entrar no sistema de vendas desde as ultimas atualizacoes o problema ja foi tentar resolver por meio do chat mas persistir,Acesso,Baixa
3841,informacao de cliente ausente o usuario relatar que nao conseguir encontrar sua informacao na base de dados do servico e gostar de obter ajuda para recupera la,Acesso,Baixa
3842,problemas de conexao wi fi constante ocorrer frequentes interrupcoes no sinal do meu wi fi afetar a rede de trabalho e o trafego da internet,Rede,Alta
3843,problemas de sincronizacao e mail eu tenho notar que os meus emails estao parar ocasionalmente na caixa de entrada do servidor acontecer em diferentes maquinas mas nao esta claro o motivo,Comunicação,Baixa
3844,rotacao de ip sem dados ocorrer rotina automatica do cliente que trocar o endereco ip sem conexao ou transferencia de arquivos parecer uma rotacao inadequar e esta causar interrupcoes nas atividades online,Rede,Media
3845,sistema de gerenciamento da empresa inacessivel funcionario relatar ter tentar acessar o sistema do gerenciamento mas esta receber erro nao autorizar acontecer com varias contas diferentes e nao foi corriger por meio de recuperacao automatica,Acesso,Baixa
3846,wi fi instavel a conexao wi fi apresentar sinais intermitentes causar dificuldade na recepcao de conteudo onliner,Rede,Media
3847,som de vento ha uma pequena onda constante e suave ouvir na sala do usuario que nao interferir nas atividades a equipe avaliar os sistemas para garantir ausencia de problemas,Infraestrutura,Baixa
3848,problemas de conexao wi fi uma equipe esta interromper devido a falta de conexao com o sinal wi fi no escritorio acessar dados e contatos online sao vitais para a execucao do dia atual,Acesso,Media
3849,luz led no monitor desligar a luz led do meu monitor naoer esta funcionando o display permanecer completamente escuro quando ligar,Hardware,Baixa
3850,acesso restrito ao sistema usuario relatar ter sido informar de que o acesso a plataforma foi restrito ocorrer um erro automatico mas nao ha indicios claros sobre causa ou duracao,Acesso,Baixa
3851,nao conseguir fazer login o usuario relatar ter tentar entrar no sistema varias vezes mas esta receber um erro de autenticacao o problema comecar esta manha e ja nao poder acessar o trabalho,Acesso,Media
3852,mouse sem resposta meu mouse nao funcionar nao receber nenhum sinal de movimento quando o utilizo,Hardware,Baixa
3853,luz led no monitor obrigar pela entrada esperar que voce poder me ajudar ouvir falar sobre a necessidade de substituir o adaptador vga pelo hdmi mas estou confuso com algumas informacoes desatualizar na internet ainda nao fui incomodar por isso,Hardware,Baixa
3854,consulta devagar a consulta que dever retornar dados historicos esta executar lentamente e causar atraso na entrega de informacoes para a equipe de analise,Banco de Dados,Baixa
3855,pendente de atualizacao do software cliente relatar que receber uma notificacao sobre disponibilidade da proxima versao mas nao saber como proceder com a atualizacao,Acesso,Baixa
3856,por favor explique usuario esta tendo dificuldade de entender as instrucoes do novo sistema,Acesso,Baixa
3857,nao conseguir fazer login no sistema funcionario tentar usar seu e mail mas o recurso de recuperacao do perfil nao esta funcionando,Acesso,Media
3858,som escuro o som do computador nao esta sendo ouvir mesmo no nivel maximo ajustes de volume na tela e fones sem microfone tambem sao inuteis,Hardware,Baixa
3859,erro de login o usuario relatar ter problemas ao entrar no sistema devido a um erro na senha,Acesso,Baixa
3860,sombras na conexao ho uma perda intermitente de sinal wi fi afetar atividades online acreditar que seja relacionar a recentemente instalar painel solar,Rede,Media
3861,reparo de servidor ocorrer uma falha no servidor principal causar interrupcao na operacao diaria e afetar todos os departamentos,Infraestrutura,Alta
3862,som sem audio fico ouvir apenas os sons de fundo durante o uso do computador independentemente das configuracoes da fonte sonora alterar a conexao hdmi com a tv tambem nao funcionar,Hardware,Media
3863,dificuldade de conexao wi fi o cliente relatar ter problemas intermitentes na conexao a internet sem fio no trabalho nenhuma solucao encontrar ate o momento,Acesso,Baixa
3864,biblioteca online bloquear a pessoa precisar entrar na biblioteca virtual mas esta receber um erro de autenticacao nao ha problema urgente e esperar uma solucao rapir,Acesso,Baixa
3865,consulta lenta no banco a consulta que e executar regularmente esta atingindo o limite maximo do tempo apesar de ser uma operacao frequente a execucao demora mais de quanto considerar razoavel,Banco de Dados,Baixa
3866,sistema de pagamento falha cliente relatar que nao conseguir realizar transacoes no sistema on line mas afirmar ter fazer a atualizacao do navegador e confirmaru o suporte tecnico,Acesso,Baixa
3867,som ausente o computador atualizar o sistema operacional mas nao tocar nenhum som de notificacao o volume esta configurar corretamente no gerenciador de som e funcionar com outros softwares,Hardware,Media
3868,incapacidade de acessar banco de dados o cliente relatar que nao conseguir entrar no sistema do seu proprio banco de dados acreditar ter as credenciais corretas e verificar o ip local mas continuar sem acesso,Acesso,Media
3869,problemas ao enviar email ocorrer falha no envio de e mails atraves do cliente desktopr o problema persistir mesmo apos reiniciar o software,Comunicação,Baixa
3870,problemas de conexao wifi funcionario relatar que nao conseguir se conectar a sua rede wifi no escritorio apesar de ter certeza da existencia do sinal,Acesso,Baixa
3871,risco de superaquecimento meu pc esta mais quente do que o normal mas nao apresentar nenhum problema operacional gostar de saber se har algo a ser fazer para evitar possiveis danos,Hardware,Baixa
3872,agua fria intermitente funcionamento inconsistente do sistema de aquecimento domestico resultar em agua fria na torneira ocasionalmente,Infraestrutura,Media
3873,ensaio de navegacao o cliente requisitar ajuda para configurar as configuracoes do site mas achar dificil seguir o guia onlinar e esperar uma explicacao simplificar,Acesso,Baixa
3874,gerador externo nao ligar o gerador estava funcionando corretamente ontem mas agora quando tentar ligar lo novamente ele ficar em branco mesmo com a tomada conectar nao conseguir mais testar uma outra,Hardware,Media
3875,problemas de logon do usuario usuario relato dificuldade ao entrar no sistema devido a um erro na autenticacao,Acesso,Media
3876,problemas de conexao wi fi o usuario relatar que nao conseguir se conectar a rede wi fi em casa e ja reiniciar o roteador sem sucesso,Acesso,Baixa
3877,sistema de vendas problemas de conectividade o cliente reportar interrupcoes na conexao do sistema de vendas acontecer frequentes quedas e o software nao responder a consultas dos usuarios durante os horarios pico,Acesso,Baixa
3878,recuperacao de senha falhar funcionario precisar redefinir senha mas e mail de recuperacao nao esta atender,Acesso,Media
3879,luz led fraca a luz de fundo do computador esta muito mais brilhante e clara que o habitual sugerir uma ma condicao da unidade ou possicao em um componente visual relacionar a iluminacao,Hardware,Baixa
3880,por favor ativer meu login um cliente solicitar assistencia no processamento de um pedido que foi recusar anteriormente ele acreditar ter as informacoes corretas e desejar resolver o problema para prosseguir com seu pedido,Acesso,Baixa
3881,ajustes no calendario nao refletir preciso de ajuda para configurar um evento recorrente que esta atualizar erroneamente o horario,Comunicação,Baixa
3882,lancador usb nao reconhecer tenho tentar usar o lancador usb de recente compra mas ele nao aparecer em meu computador verifiquei com diferentes dispositivos e confirmei que funcionar normalmente,Hardware,Baixa
3883,outlook bloqueia e mails o aplicativo outlook esta impedir que eu enviar mensagens so aparecer em cor preta nenhum texto e exibir,Comunicação,Alta
3884,problemas de conexao wi fi a cliente relatar que nao conseguir se conectar a sua rede sem fio em casa tentar reiniciar o modem e verificar configuracoes mas a conexao permanecer instavel,Acesso,Media
3885,problema de alimentacao do computador o laptop apresentar instabilidades no funcionamento e nao conseguir manter o sistema operacional em execucao testei com diferentes baterias mas as condicoes persistir,Hardware,Media
3886,baixo volume de agua o sistema domestico da residencia apresentar baixo fluxo no chuveiro e na torneira principal potencialmente indicar um problema com a bomba ou o tanque,Infraestrutura,Baixa
3887,wi fi instavel desde ontem o meu wi fi esta muito lento e intermitente acontecer principalmente durante as horas de pico,Rede,Alta
3888,atraso de sinal wi fi ter uma intermitencia no sinal do wi fi que causar atrasos na conexao,Rede,Media
3889,dispositivo wi fi instavel o cliente relatar que seu dispositivo movel intermitentemente perder a conexao de internet na sala do escritorio,Infraestrutura,Baixa
3890,painel de monitoramento monitores led no estudio dos cantores nao mostrar nenhum sinal e o painel do sistema parecer estar desligado,Infraestrutura,Baixa
3891,bomba de agua fracassar a bomba da minha piscina nao esta funcionando tentar reinicia la mas nada acontecer,Hardware,Baixa
3892,luz led no painel do modem a luz de operacao esta fraca e nao vir o sinal wi fi verificar se a alimentacao e confiavel,Hardware,Baixa
3893,acesso negar ao e mail nao consigo mais entrar na minha conta de e mail receber um erro access denied mesmo que ainda ter o correto acesso,Comunicação,Alta
3894,racio baixo de dados a conexao a internet esta lenta e o download upload nao atingir velocidades recomendar mesmo em horas menos movimentar,Rede,Baixa
3895,dificuldade na insercao ocorrer uma falha ao tentar adicionar novos registros no banco apresentar erro de sintaxe,Banco de Dados,Baixa
3896,painel principal desligar o painel do computador permanecer apagar e sem resposta nao ha nenhum sinal de operacao apo a inicializacao,Hardware,Baixa
3897,banda larga lenta durante o dia as velocidades de internet estao abaixo do esperar os computadores da equipe ter dificuldade para acessar recursos online e navegar por sites comuns,Infraestrutura,Media
3898,problema de login um funcionario relatar dificuldade ao entrar no sistema devido a senha que nao esta sendo reconhecer mesmo apos tentativas anteriores de recuperacao,Acesso,Baixa
3899,som de rede intermitente ainda ha som estando ligar mas nao conseguir baixar qualquer coisa a conexao parecer instavel,Rede,Media
3900,solucao de senha incorreta o usuario esta tentar recuperar sua senha e nao conseguir enviar o pedido atraves do sistema,Acesso,Media
3901,problema de login do cliente funcionario informar que nao conseguir se conectar a conta e precisar obter acesso urgentemente para cumprir uma fatura,Acesso,Alta
3902,som estranho do laptop o som de trar ao iniciar o computador parecer distorcer e nao consegui executa lo normalmente,Hardware,Alta
3903,email bloquear por spam recebi o seguinte email no outlook nao consigo enviar lo pois foi marcar como spam e nao ha opcao para excluir da pasta de itens bloquear,Comunicação,Baixa
3904,som falso no computador ha uma frequencia estranha sonar periodicamente do meu laptop semelhante a um zumbido eletronico nao ocorrer durante as chamadas de voz ou quando aplicativos especificos estao em uso,Comunicação,Baixa
3905,sistema de gestao acionar alarmes o sistema administrativo esta apresentar falhas intermitentes nos processos automatizar o suporte tecnico precisar investigar as alteracoes recentes e a estabilidade da infraestrutura para evitar problemas de trafego,Acesso,Media
3906,sistema operacional instavel o sistema esta reiniciando aleatoriamente causar interrupcoes no trabalho ate agora nao haver danos visiveis aos discos rigir,Hardware,Baixa
3907,computador sem energia ha poucas horas o computador comecar a apresentar problema ao nao ligar completamente ainda esta embutido e conectar a tomada,Hardware,Baixa
3908,roteador de rede desligar repetidamente o roteador esta reiniciando sozinho todas as noites causar interrupcoes temporarias na conexao,Rede,Baixa
3909,problema no envio do e mail recebi mensagem de erro quando tentar enviar um email conter imagens grandes o servico e importante para o meu trabalho,Comunicação,Alta
3910,lampar led nao responder a lampada que iluminar o quarto foi desligar repentinamente sem nenhum problema aparente com a tomada nao conseguir fazer uma operacao de reinicializacao,Hardware,Baixa
3911,problemas no login a equipe de vendas encontrar problemas ao tentar entrar nos sistemas do crm apos atualizacoes recentes isso esta afetar a eficiencia dos procedimentos diarios,Acesso,Media
3912,consulta do banco demorar a consulta selectr from vendas where data venda current date interval 1 month parecer ter problemas de desempenho levar mais tempo para ser executar quando comparar aos dias anteriores,Banco de Dados,Media
3913,comunicacoes intermitentes estive tentar entrar no whatsapp mas as vezes o sinal e muito fraco e a ligacao nao se conectar e um problema que acontecer regularmente,Comunicação,Baixa
3914,rede estatica a conexao wi fi esta constante mas muito lenta afetar o trabalho de varios departamentos,Rede,Alta
3915,dificuldade na mensagem do slack recebir o aviso de que nao consigo inserir novas mensagens no chat da sala de equipe aparentemente a barra enviar esta desativada,Comunicação,Baixa
3916,lixeira nao se destinar a lixeira atualizar o firmware mas agora ter problemas de gerenciamento aperte ctrl shift e apertar m isso dever resolver,Hardware,Media
3917,computador sem energia o computador nao responder apos ser ligar verifique se ha conexao de fornecimento e testar em outra tomada,Hardware,Media
3918,falha intermitente de wi fi o usuario reporta que o seu dispositivo esta conectado a rede mas a internet nao funcionar algumas vezemplo a situacao parecer piorar quando mais pessoas estao utilizar os servicos de wi fi na casa,Rede,Baixa
3919,computador resfriamento frio meu computador esta tendo problemas de calor poder estar superaquecer ajustei o ventilador e a temperatura ainda nao baixar,Hardware,Baixa
3920,somente som ha uma interrupcao frequente do audio no meu skype durante chamadas de trabalho ocorrer varias vezes ao dia sem aviso previo,Comunicação,Baixa
3921,problemas ao inserir anexo no e mail eu querer saber por que quando tentar adicionar um arquivo de uma extensao docx o outlook nao me permitir,Comunicação,Baixa
3922,som inconsistente do teclado ola esperar que voce poder me ajudar tenho notar um som estranho ao digitar no computador ha alguns dias e agora o teclado esta completamente inoperante,Hardware,Baixa
3923,dispositivo movel sem conexao meu telefone android falhar no reconhecimento de redes wi fi o bluetooth funcionar normalmente e a bateria esta com mais de 50,Hardware,Baixa
3924,dificuldade ao fazer backup do banco ter dificuldades durante o processamento automatico dos backups diarios que acabar nao completar acontecer com frequencia e esta causar preocupacoes na seguranca,Banco de Dados,Baixa
3925,laptop desligar sozinho meu laptop esta tendo problemas recorrentes de saida repentinar quando uso o windows o monitor continuar funcionar mas ele reiniciar sem aviso,Hardware,Baixa
3926,problemas de conexao wi fi o usuario reporta que nao conseguir se conectar a rede sem fio do predio ocorrer antes e ja realizar os passos padroes como reiniciar o roteador,Acesso,Baixa
3927,tela inicial bloquear eu cheguei no computador e percebi que a tela inicial nao abrir todas as telas exibem um logotipo da empresa,Comunicação,Media
3928,falha de rede os sistemas da empresa estao conectar a internet ver vpn mas ocorrer uma falha na qual a maioria dos usuarios nao conseguir se conectar a situacao ja foi reportar por varios funcionarios no dia anterior,Infraestrutura,Baixa
3929,taxas de ip os clientes estao registrar taxas elevar durante os horarios normais suspeitamos que poder ser devido a um gargalo na rede interna,Infraestrutura,Baixa
3930,controle de vigilancia funcionario relatar problemas intermitentes no monitoramento da visitacao nas instalacoes os sensores ocasionalmente falhar em registrar entrada causar confusao sobre a presenca dos visitantes,Acesso,Baixa
3931,usuario sem senha a equipe de desenvolvimento precisar entrar no sistema mas se perder o codigo da sua conta,Acesso,Baixa
3932,reinstalacao de software bloquear funcionario relatar problemas ao tentar reinstalar um aplicativo pois o processo e interromper devido a uma falha na instalacao que requer suporte tecnico para resolver,Acesso,Media
3933,laptop resfriamento excessivo o laptops de uso diario apresentar calor intenso e sujeira acumular em trilhas poder afetar a durabilidade,Hardware,Media
3934,problemas de conexao o cliente relatar dificuldade na conectividade a internet ao tentar baixar uma pasta compartilhar,Acesso,Baixa
3935,computador trar no boot o computador nao inicializa e trar na tela de login ja atualizei driver mas sem sucesso,Hardware,Alta
3936,som ausencia haver uma perda audivel ao usar o computador desktopr o som deleva se apenas atraves do alto falante externo enquanto os outros dispositivos estao funcionar corretamente,Hardware,Media
3937,banco d agua lento voce notar que o banco de dados relacionar ao sistema da agua municipal esta operar mais devagar do que antes estar a monitorar para garantir um servico continuar,Banco de Dados,Baixa
3938,problemas de conexao ajude me sou novo no trabalho e estou ter dificuldades em configurar meu endereco ip para acessar o rede interna esta funcionando na internet publicar,Acesso,Baixa
3939,som auscultar no pc procurar por som estranho vir do meu computador aparentar ser de origem interna e ocorrer apenas quando uso certos programas,Comunicação,Baixa
3940,som barulhento no computador tenho notar uma serie de sons estranhos e altos ao operar meu pc nao consigo identificar a origem desses ruir mas eles sao constantes durante o uso,Hardware,Baixa
3941,problemas de conectividade intermitentes estamos enfrentar problemas frequentes e nao garantidos de perda do sinal wi fi o que causar instabilidade no acesso a internet durante as horas pico,Rede,Media
3942,problemas de navegador no trabalho funcionario relatar que o seu navegador nao esta funcionando corretamente apresentar erros ao acessar sites importantes para suas atividades diarias,Acesso,Baixa
3943,lancador antivirus nao funcionar o lancador de programas da protecao contra virus falhar ao ser executar a aplicacao em si ainda esta visivel no menu e poder se abrir outras aplicacoes mas o launcher especifico para antivirus nao responde,Hardware,Media
3944,luz led da tela parar a luz de fundo do monitor esta apagada mas o computador continuar funcionar normalmente ha uma conexao externa entre a placa mae e os cabos,Hardware,Baixa
3945,sombras nas telas eu vejo sombras estranhas quando abro o computador no meio da tarde,Comunicação,Baixa
3946,sonolencia no teclado ocorrer falta de resposta quando digito comandos do sistema o computador parecer estar sonar procuro ajudar para resolver,Comunicação,Baixa
3947,sistema crm bloquear o sistema de gerenciamento de relacionamentos com clientes crm nao esta responder tentar reiniciar o servidor mas sem sucesso,Comunicação,Media
3948,problemas de conectividade wi fi atraves deste canal vamos relatar recorrentes problemas ao usar o servico de internet em casa questoes incluir variacoes na velocidade da rede e momentos onde a ligacao se tornar inacessivel,Rede,Media
3949,problemas de login sem senha funcionario ter dificuldade em recuperar senha do sistema e nao conseguir mais entrar,Acesso,Baixa
3950,login impedir no portal da empresa funcionario tentar entrar na conta corporativa do site mas encontrar um erro de autenticacao nao conseguir obter acesso e nao saber se e problema de senha ou configuracao,Acesso,Baixa
3951,problemas na criacao do e mail fico impedir de escrever o corpo ou assunto do meu mensagem no gmail apesar da conexao com a internet estar ativa,Comunicação,Baixa
3952,conta de email bloquear funcionario relatar que tentar adicionar novos dados ao seu e mail mas foi informar que a conta esta bloqueada nao conseguir ver o motivo ou os passos necessarios para solucionar,Acesso,Media
3953,nao conseguir abrir aplicativo o usuario relatar que o aplicativo especifico nao responder quando clica no icone na area de trabalho tentar reiniciar mas sem sucesso,Acesso,Baixa
3954,tela falsa no telefone meu smartphone nao reconhecer o numero de minha agenda mostrar uma tela branca ao tentar acessa la,Comunicação,Baixa
3955,motorola moto g1 nao responde recentemente adquirir o motorola moto g1 e ele esta parando em varios momentos durante uso ter duvidas sobre se e um defeito ou algo relacionar a bateria,Hardware,Baixa
3956,problemas de conexao o usuario relatar ter dificuldade na conexao ao banco onlinar apesar do servico estar ativo,Acesso,Baixa
3957,gerenciador do site bloquear navegacao o portal da empresa esta apresentar uma interrupcao de tela branca e nao se acessar mais o conteudo parecer estar visivel mas as paginas html estao inacessiveis,Comunicação,Alta
3958,suporte de login funcionario precisar redefinir senha sem receber email de recuperacao esperar assistencia,Acesso,Baixa
3959,e mail nao chegar a cada tentativa de enviar e receber emails eles nunca estao nos meus corretores ou caixir o outlook parecer funcionar normalmente,Comunicação,Alta
3960,troca de senha necessaria o usuario nao conseguir alterar sua senha e precisar de ajuda para realizar a mudanca,Acesso,Baixa
3961,alteracao na tabela do banco voce precisar fazer alteracoes nas restricoes da conta no sistema por nao esta me fornecer os detalhes especificos ou a importancia dessas modificacoes,Banco de Dados,Baixa
3962,mudancas de rede wi fi frequentemente acreditar que os meus dispositivos estao experimentar mudancas frequentes na sua conexao com a internet ocorrer essas alteracoes ao longo do dia especialmente durante horarios de pico,Rede,Baixa
3963,roteamento sem servico apos atualizar o roteador alguns dispositivos nao conseguir se conectar a internet isso acontecer em varios locais da casa,Rede,Baixa
3964,som ausente no laptop o som ao redor do microfone esta completamente mudo quando estou gravar uma apresentacao o microfono estava funcionar corretamente antes de adicionar novas aplicacoes,Hardware,Media
3965,problemas ao abrir e mails no mac a cada vez que tentar visualizar uma nova mensagem o correio do meu mac trar inesperadamente,Comunicação,Alta
3966,sensor ambiental anomalo o sensor de temperatura na unidade central da rede nao esta funcionando corretamente ele mostrar uma leitura excessivamente alta mas o sistema parecer estar frio ao toque,Hardware,Baixa
3967,login falhar cliente relatar problemas ao tentar fazer login no sistema de gestao apesar da senha ter sido alterar recentemente,Acesso,Media
3968,laptop sem energia meu laptop nao esta receber energia quando ligar nem de outra tomada ou bateria o led parecer funcionar,Hardware,Media
3969,usuario impedir de login funcionario relatar ter problemas ao tentar fazer o login no sistema devido a um erro na senha,Acesso,Baixa
3970,problemas de rede intermitentes ocorrer frequentemente pausas no trafego da internet afetar o uso do computador durante a hora letiva,Rede,Media
3971,som barulhento do computador o sistema esta produzir som alto e constante semelhante ao zumbido de um motor isso ocorrer apenas quando iniciar aplicacoes especificas,Hardware,Baixa
3972,lente do visor nvidia falha o aparelho possuir uma lente de oculos que nao se alinhar corretamente causar distorcao visual no monitor,Hardware,Baixa
3973,conexao semelhante a forca o usuario relatar ter tentar conectar se ao sistema mas esta receber mensagens de erro dizer que a rede e muito lenta para se estabelecer uma conexao,Acesso,Baixa
3974,problemas de conexao wifi o cliente relatar dificuldade na rede local tempo irregular de sincronizacao e alguns servicos web estao inacessiveis,Acesso,Baixa
3975,gravacao fraca no celular agradeco por me ajudar minha gravacao de audio do aplicativo voice recorder e muito baixa poder ser resolver sem custo,Comunicação,Media
3976,problemas de conexao wi fi todos os usuarios da rede interna estao enfrentar problemas para se conectar ao wi fi a velocidade e muito baixa e em alguns casos acesso a internet esta completamente impossivel,Infraestrutura,Baixa
3977,acessar conta funcionario relatar que nao conseguir entrar na sua propria conta de email tentar reseta la mas o correio automatico ainda nao chegar,Acesso,Media
3978,problemas de conexao funcionario relatar que ter dificuldade para se conectar a rede local e suspeita de possiveis problemas no servidor,Acesso,Media
3979,incapacidade de conectar vpn o usuario relatar ter problemas ao tentar se conectar via vpn apesar do protocolo estar em execucao e os controles de seguranca parecer configurar corretamente,Acesso,Alta
3980,limites de banda alta eu ter dificuldade em usar muitas aplicacoes ao mesmo tempo como o trabalho remoto e jogar online,Rede,Media
