id,text_final,target_category
6028,solicitacao de senha usuario solicitou e mail de recuperacao da senha esperando contato imediato,Acesso
6029,erro na troca de mensagens whatsapp meu telefone nao consegue enviar ou receber mensagens no aplicativo whatsapp inicialmente funcionava perfeitamente ma agora aparece o erro trocar ligacao tentei reiniciar o dispositivo e atualizar a versao do app sem sucesso,Comunicação
6030,som ausente o computador esta ligado ma nao ha som ao abrir aplicativos testei diferentes dispositivos e o problema persiste,Hardware
6031,banco de dado lento recentemente notamos que o desempenho do banco de dado tem diminuido a consulta para atualizar o registros do clientes lev mais tempo e a interface da aplicacao esta responsiva,Banco de Dados
6032,sistema de rede interrompido a rede interna da empresa parou repentinamente impedindo o trabalho remoto e acesso aos recursos,Infraestrutura
6033,acesso a planilha do projeto o usuario precisa recuperar seu acesso a planilha recem criada ma nao consegue encontra la na pasta de trabalho esperada,Acesso
6034,acesso restrito nosso cliente reportou que nao consegue usar o recurso de chat ao vivo no site apesar da conta estar ativa,Acesso
6035,diferenciacao de dns a infraestrutura da empresa nao consegue resolver nome de dominio levando a inumeros erros na navegacao e bloqueios no trafego,Infraestrutura
6036,consulta lenta no banco ha uma consulta que retorna o dado do inventario e esta levando varias horas para ser concluida requer avaliacao,Banco de Dados
6037,sinalizacao de conexao sem internet funcionario relatum que esta no local e consegue navegar na web ma nao pode acessar o servidor remoto acredita se ser problema temporario da rede,Acesso
6038,problema com o cliente desde a ultima duas semanas recebi mensagens de negocios do sr joao silva sobre atrasados pagamentos para nossas fornecedores,Comunicação
6039,sincronizacao atrasada preciso de ajuda a sincronizacao do meu calendario no google nao esta funcionando corretamente,Comunicação
6040,somando rede a conexao wi fi parece lento ma nao esta desligada tem uma velocidade reduzida ao usar aplicativos,Rede
6041,problemas de conectividade wi fi ocorrem interrupcoes frequentes na rede sem fio que afetam o uso da internet durante a horas pico,Rede
6042,problemas de conexao funcionario relatum dificuldade na ligacao remota ao sistema tem tentado varias vezes ma ocorreu um erro recorrente,Acesso
6043,falha na conexao wi fi incapaz de se reconectar ao meu roteador seminario e navegar pela internet existem outros dispositivos em casa que estao funcionando corretamente,Comunicação
6044,som sem audio o computador atualiza o monitor ma nao e possivel ouvir som ajustes de volume e driver parecem estar corretos,Hardware
6045,roteador sem sinal meu roteador wi fi nao esta transmitindo o sinal tento reiniciar ma continuum inativo,Rede
6046,painel de controle desligado o painel do sistema domestico automatico nao esta ligando como esperado tentei reinicia lo ma continuum sem resposta,Infraestrutura
6047,dificuldade na consulta do banco ocorre atraso no carregamento da tabela clientes apos a ultima migracao de dado acessar lev cerca de 5 minutos,Banco de Dados
6048,perfil de usuario bloqueado usuario relatou que nao consegue fazer login apos ser suspeito por atividades anomala,Acesso
6049,tela do laptop esta desligando quando uso o laptop durante horas parece que a tela comeca a piscar e eventualmente se apaga isso acontece regularmente nessa maquina,Hardware
6050,laptop resfriando excessivamente meu laptop esta esquentando demais mesmo quando usado por curtos periodos alguma sugestao,Hardware
6051,sincronizacao do banco pergunta sobre sincronizacao diferencial entre o local e o servidor observando possiveis problemas em itens selecionados para exclusao,Banco de Dados
6052,agua baixa voce notou que o nivel da agua na torneira principal do edificio esta abaixo do padroes recomendados isso pode levar a problemas no uso diario de agua para banhos lava loucas e outros fin higienicos,Infraestrutura
6053,conectividade intermitente wi fi o dispositivo conecta ao wi fi e desconecta sem motivo aparente causando atrasos no trabalho,Rede
6054,suporte web o site da empresa esta muito lento afeta o desempenho diario,Comunicação
6055,computador sem resposta o computador nao esta respondendo ao meu login nao ha sinal de luz indicando que ele esteve ligado,Hardware
6056,lente de camera nao funciona a lente da minha camera fotografica esta grudada no corpo tentado limpa la com um pano macio ma sem sucesso,Hardware
6057,problema de login recorrente funcionario relatum problemas intermitentes ao fazer login no sistema apesar da senha correta ser inserida sugere possivel problema com cache ou configuracao do navegador,Acesso
6058,conexao db lenta a conexao entre o aplicativo e banco de dado e mais lenta do que o esperado causando atrasos no envio do relatorios diarios,Banco de Dados
6059,mudanca na placa mae apos substituir minha placa de video o computador nao inicializa corretamente verifiquei se todos o componentes estao conectados e ajustei a configuracoes do bios sem sucesso,Hardware
6060,router nao atinge conexao o cliente relatum que o router parece estar funcionando ma a aplicacoes online estao inacessiveis,Rede
6061,sincronizacao do calendario atrasada meu calendario da empresa nao sincroniza automaticamente com o google calendar preciso de ajuda para configurar a integracao manualmente,Comunicação
6062,problema na criacao de contatos no gmail preciso criar novos contatos ma o formulario parece estar travado nao consigo inserir nome completo nem endereco,Comunicação
6063,tempo excessivo na consulta o usuario esta enfrentando atrasos significativos ao executar uma consulta simple para o banco de dado que costumava rodar em menos de um minuto,Banco de Dados
6064,problemas de conexao cliente relatum que nao consegue se conectar ao servico online do nosso software apesar da rede parecer estar funcionando corretamente,Acesso
6065,sistema de gestao do relacionamento ao cliente indisponivel o cliente relatum problemas intermitentes no sistema utilizado para gerenciar relacionamentos com o clientes a falhas estao causando transtornos menores e nao impactam totalmente a operacao diaria,Acesso
6066,rede instavel intermitente a rede wi fi apresenta sinai flutuantes e perda de conexao regular impactando o trabalho diario,Rede
6067,problema de conexao wi fi cliente relatum que nao consegue se conectar a sua rede wi fi em casa e precisa de assistencia para soluciona lo,Acesso
6068,lancamento do projeto atrasado ocorreu uma alteracao no horarios de entrega agora esperamos mais alguns dia para o lancamento estaremos acompanhando progressivamente e informando qualquer mudanca,Hardware
6069,falha na impressora a impressora nao esta imprimindo o documentos estou usando o driver correto e verificamos se a fonte de alimentacao esta ligada,Hardware
6070,erro de login funcionario relatum ter tentado autenticar se no sistema varias vezes sem sucesso apesar do reajuste do ajustes,Acesso
6071,consulta lenta a consulta necessaria para atualizar o historico de transacoes do cliente esta demorando significativamente levando mais tempo que o esperado,Banco de Dados
6072,erro na impressao digital do e mail eu quero imprimir minha conta de e mail no computador ma o software grafico que tentei nao esta funcionando parece haver um problema com a configuracao,Comunicação
6073,atraso de rede estamos enfrentando atrasos graf na conexao a internet que prejudicam o desempenho diario do sistemas comerciais,Infraestrutura
6074,recuperacao de senha falhou o usuario solicitou uma nova senha ma nao recebeu o e mail contendo a recuperacao devido ao spam filter,Acesso
6075,lareira led nao esta funcionando meu novo modelo de lampada led philip kinetheatrix parece quebrado a luz inicialmente brilhava ma agora nada acontece quando ligou,Hardware
6076,problemas de navegabilidade na internet o cliente relatum problemas intermitentes ao acessar site da empresa sugere atualizacao do software ou configuracao adicional,Acesso
6077,sistema de email problematico tempo frequente de atraso no correios no servidor interrupindo comunicacoes normais,Comunicação
6078,falha na criacao de conta preciso reportar que tive problemas ao tentar criar uma nova conta no site recebi mensagem sistema indisponivel,Comunicação
6079,solicitacao de senha o usuario reporta ter esquecido sua senha e nao consegue mais realizar login precisa recupera la para acessar o documentos,Acesso
6080,sistema de informacoes gerais problematico o usuario relatum que o sistema de informacoes gerais esta trazendo resultados incorretos na pesquisas causando algum confusao no trabalho diario,Acesso
6081,sistema de alarme lento nao ha resposta do sistema quando o alarares sao acionados o medidor externo nao esta registrando mudancas na temperatura ou pressao,Infraestrutura
6082,conexao de rede intermitente o funcionario relatum que enquanto trabalha remotamente da casa localizada na cidade vizinha a capital o acesso a internet apresenta instabilidade a conexao e perdida recorrente e nao ha sinal de interrupcao no modem,Acesso
6083,sistema de gerenciamento da energia o sistema esta apresentando falhas ao detectar e gerenciar o consumo energetico em varias unidades operacionais causando alertas frequentes,Infraestrutura
6084,problemas na rede a conexao da empresa intermitente causando atrasos no trabalho do colaboradores,Infraestrutura
6085,problema com cliente ocorreu uma interrupcao no processamento de pedidos do sistema causando atrasos na entrega avaliacoes preliminares indicam que pode ser um problema de rede,Comunicação
6086,problema no envio do e mail eu fico recebendo uma mensagem de erro quando tento enviar um e mail a mensagem diz que o arquivo anexado excede a limitacao permitida,Comunicação
6087,usuario sem senha funcionario esqueceu sua senha e nao consegue entrar no sistema precisa de ajuda para recuperacao,Acesso
6088,acesso restrito funcionario relatum que nao consegue encontrar o arquivos do projeto ma confirma ter permissoes adequadas,Acesso
6089,login falho funcionario relatum dificuldade na ativacao de novos dispositivos moveis ma esta usando o mesmos credenciais,Acesso
6090,conectividade de rede instavel ocorre conexao irregular na internet afetando o trabalho remoto e servicos online,Rede
6091,problemas de conexao sem clic no icone o usuario relatum ter problemas ao tentar usar o aplicativo nenhum erro especifico e mencionado ma diz que acessos nao estao funcionando corretamente,Acesso
6092,tela principal preta no computador apos o reinicio do sistema toda tela exibe apenas uma imagem cinza nao consigo acessar nenhuma aplicacao ou usar a configuracoes,Comunicação
6093,ajuste do horario no aplicativo estive tentando mudar o relogio na pagina inicial ma nao consigo encontrar a opcoes de configuracao,Comunicação
6094,tentativa de autenticacao falha funcionario tentando recuperar senha do sistema ma e mail nao chegou precisa redefinir a conta,Acesso
6095,problemas na recepcao do e mail ocorre falha intermitente ao enviar mensagens de trabalho via hotmail sendo a ultima tentativa bem sucedida nao ha erros visuais no cliente,Comunicação
6096,problemas de conectividade o cliente relatum intermitencias na conexao banda larga nenhuma comunicacao direta foi feita com a provedora,Acesso
6097,laptop sem teclado o teclado esta completamente desaparecido estou usando o touchscreen ma seria mais conveniente se tivesse uma solucao permanente,Hardware
6098,som de erro durante conexao no ultimos dia estamos notando sinai audiveis como clique ou pause quando tentamos estabelecer uma conexao com o roteador isso e perceptivel tanto no computador quanto no dispositivos moveis,Rede
6099,dificuldade de visualizar pagina o cliente relatum ter problemas ao tentar abrir o site da empresa o navegador exibe um erro em vez do conteudo e acessibilidade,Acesso
6100,configuracao wi fi problematica no ultimos dia ocorreu uma queda na velocidade e estabilidade da conexao de internet no escritorio central o funcionarios estao enfrentando problemas intermitentes com a rede afetando principalmente o trabalhos que requerem alta largura de banda,Infraestrutura
6101,som fraco do alto falante o som emitido pelo sistema e claramente baixo e indistinto nao ha ruido de travamento no painel ou em nenhum outro dispositivo conectado,Hardware
6102,problemas intermitentes de rede ocorre perda frequente do sinal wi fi durante o trabalho causando interrupcoes em atividades online,Rede
6103,mapeamento semelhante a bateria tenho uma pequena maquina de video e preciso fazer um mapeamento como a fonte e bem proxima estou usando o nearest neighbor para simplificar o dado,Hardware
6104,acesso ao servico restrito usuario da unidade b tentando acessar um servidor de backup ma recebe uma mensagem de erro aconselhamento necessario para resolver,Acesso
6105,problemas no mouse o cursor do mouse nao responde ao clique parece estar travado,Hardware
6106,luz led fraca a luz de fundo do pc esta excessivamente brilhante podendo ser desconfortavel para a visao ao longo do dia ajustei o nivel da brightness sem sucesso,Hardware
6107,consulta prolongada por favor verifique se ha uma conexao lenta ou atualizacoes necessarias no banco que afetam a execucao do comando de agregacao por me,Banco de Dados
6108,problemas de conexao sem internet o cliente informa ter problemas na rede interna poi nao consegue se conectar ao wi fi do escritorio e acessar o recursos online,Acesso
6109,problemas de conexao wifi uma equipe esta enfrentando problemas intermitentes na sua rede sem fio que afetam a comunicacao interna e o uso da redes sociais,Acesso
6110,tela led estatica a tela do computador esta mostrando uma luz vermelha constante e o display nao exibe nenhuma imagem,Hardware
6111,problemas ao conectar wi fi eu estou tentando configurar o meu laptop no roteador da internet e nao consigo fazer a conexao acompanhado de erros de sintaxe em configuracoes que ja verifiquei,Comunicação
6112,problemas na recepcao do anexos do e mail eu notei que alguns de meus email nao estao incluindo o arquivos como extra isso acontece com o outlook ma tambem no cliente gmail,Comunicação
6113,habilitar nova conta usuario requisitou o processo de criacao e habilitacao da sua propminha conta para uso do sistema corporativo ele ja preencheu a documentacao basica ma ainda nao recebeu instrucoes sobre procedimentos especificos,Acesso
6114,aplicativo phone falha no arranque tenho problemas ao tentar iniciar o aplicativo phone do android ele nao inicia e mostra uma mensagem de erro,Comunicação
6115,problema com software antivirus apos atualizar o meu programa de seguranca nao consigo executa lo e necessario para proteger o dado da empresa,Comunicação
6116,problemas de conexao o cliente relatum que tem dificuldade na conexao a internet e ja reiniciou o roteador sem sucesso,Acesso
6117,luz no monitor o monitor nao exibe nenhuma imagem apesar de funcionar corretamente verifique se o cabo esta conectado e ajuste a configuracoes na tela,Hardware
6118,acesso ao portal de trabalho bloqueado funcionario relatum ter tentado acessar o portal da empresa e recebeu um erro nao consegue entender a informacoes do login que estava usando ante,Acesso
6119,som ausente no laptop o som de video e son do sistema parecem estar mudo testei mudar a configuracoes de volume ma sem sucesso,Hardware
6120,sistema de monitoramento fraco o terminais do trabalhador estao recebendo informacoes insuficientes da infraestrutura o sistema pode estar atualizado ma a visualizacoes sao pouco claras e nao indicam alteracoes importantes,Infraestrutura
6121,placa grafica nao responde instalou uma placa de video nova ma o sistema operacional reconhece apenas a antiga toda a tentativas para adicionar e utilizar a nova foram infructevolentes,Hardware
6122,painel de acao um botao critico no painel administrativo da empresa esta com defeito impedindo o gerenciamento do sistemas,Infraestrutura
6123,som inconsistente experimentei o volume e percebi flutuacoes aleatorias sem problemas recentes no hardware apenas a configuracoes de som,Hardware
6124,por favor conectar macbook o cliente precisa de ajuda para estabelecer uma conexao bem sucedida entre o macbook e a rede sem fio,Rede
6125,garantia do software meu aplicativo nao esta funcionando conforme esperado ma ainda tem garantia quero saber sobre a politica de reembolso,Comunicação
6126,som ausente no laptop ao iniciar o computador percebi que nao ha som testei diferentes volume e reiniciei o sistema sem sucesso,Hardware
6127,sistema de vendas lento a equipe da venda relatum que o sistema esta operando mais lentamente do que o normal atrasando acompanhamento do pedidos e prejudicando a operacoes comerciais,Acesso
6128,perfil de usuario bloqueado o cliente relatum que nao conseguiu alterar o perfil do administrador poi foi marcado como inativo,Acesso
6129,router de rede nao responde o router da internet parece estar forum do ar o sinal esta presente ma nenhum dispositivo consegue se conectar,Rede
6130,estrutura de pagamento bloqueada o usuario relatum que nao conseguiu realizar uma transacao em seu cartao porque a estrutura de pagamento parece congelada,Acesso
6131,acesso db retardado problema intermitente ao fazer consultas no banco demora entre 5 10 segundos a mais do que o normal,Banco de Dados
6132,dificuldade de conectar dispositivos desde o ultimo upgrade do roteador o dispositivos moveis nao conseguem se conectar a internet sem erros,Rede
6133,problema na navegacao interna do site insatisfeita pela dificuldade de encontrar o formulario de atendimento ao cliente,Comunicação
6134,conectividade wi fi intermitente a conexao sem fio apresenta serios problemas de estabilidade causando desconexoes frequentes e atrasos na internet,Rede
6135,tratamento de erro na atualizacao o cliente relatum que tentou realizar uma atualizacao do software e apesar da sugestao no manual ser clara nao conseguiu completa la acontece apenas em determinadas horas,Acesso
6136,problemas de conexao wi fi funcionario relatum que tem dificuldade intermitente na ligacao ao seu roteador sem fio atras do desempenho esta acreditando ser um problema com o driver da placa de rede,Acesso
6137,solucao de backup necessaria funcionario precisa obter uma copia da conta do sistema ante do proximos update,Acesso
6138,sistema de gerenciamento da energia o sistema responsavel pelo controle do fornecimento e distribuicao eletrico apresentou intermitencias ao longo da ultima semanas causando desligamentos aleatorios em varias partes do predio,Infraestrutura
6139,dificuldade na consulta o usuario esta enfrentando problemas intermitentes ao executar o script sql que e responsavel por atualizar o dado do cliente resultando em lentidao e eventualmente falhas no processamento,Banco de Dados
6140,wi fi instaveis o wi fi esta apresentando velocidades baixas e conexoes intermitentes afetando o trabalho da equipe remota,Rede
6141,problemas de conexao a equipe esta enfrentando problemas intermitentes na rede afetando o desempenho do sistema e a comunicacao com o clientes,Acesso
6142,problemas de conexao usuario relatum que nao consegue se conectar a internet apesar da rede local estar ativa e o outros dispositivos funcionando corretamente,Acesso
6143,som e audio fraco atraves do meu computador o som e constantemente ruim o alto falantes estao forum de funcionamento,Rede
6144,sistema crm falha o sistema de gestao do cliente esta apresentando problemas ao tentar entrar o que impede o funcionarios da equipe vendas acessarem a informacoes do clientes,Comunicação
6145,motorola moto g sem bateria nao consigo inserir minha bateria no meu motorola moto g toda a conexoes estao intactas e o telefone funciona corretamente quando com a pilha extra,Hardware
6146,problema de login funcionario relatou que nao conseguiu acessar o sistema apos uma alteracao recente no perfil nao ha aviso ou mensagem especifica apenas um erro login falhado,Acesso
6147,diferencas na impressao a estacao de impressao no escritorio nao esta imprimindo documentos o usuarios estao tentando abrir arquivos ma a imagem aparece distorcida e o processamento demora mais do que em outras maquinas,Infraestrutura
6148,consulta na db slow o usuario reportou que consultas no bancos de dado estao operando mais lentamente do que o esperado levando alguns minutos em vez de segundos,Banco de Dados
6149,informacao de contato incorreta o usuario deseja alterar seu endereco de e mail registrado ma a ferramenta online nao permitiu mudancas devido a uma flagagem automatica,Acesso
6150,solicitacao de senha usuario solicitou uma nova senha poi nao consegue se lembrar nao ha problemas especificos com acesso ao sistema,Acesso
6151,banco de dado lento o clientes estao enfrentando atrasos significativos ao executar consultas no banco de dado o sistema esta afetado durante a operacoes diarias e requer solucao urgente,Banco de Dados
6152,interrupcao de rede desaceleracao na conexao da internet durante o horario comercial afetando desempenho no trabalho,Infraestrutura
6153,solucao de software bloqueada um funcionario relatou que o sistema informatico utilizado no escritorio foi configurado para um modo automatico onde o software acessados nao estao disponiveis durante a horas noturnas causando interrupcoes na pesquisa e comunicacao,Acesso
6154,sonhos perturbados recentemente tive problemas de insonia e sonolencia diurna estou procurando alguma sugestao ou recomendacao para melhorar meu sono,Comunicação
6155,luz led no hall a lampada led do hall esta fraca ela pisca muito suavemente e nao e brilhante o suficiente para garantir visibilidade adequada,Infraestrutura
6156,consulta lenta no banco estive executando uma consulta complexa que lev normalmente menos de minuto ma hoje esta demorando mais do que o esperado nao parece haver nenhum bloqueio ou transacao em andamento que possa estar causando isso,Banco de Dados
6157,computador ligando lentamente o computador esta carregando ferramentas e aplicativos muito mais devagar do que deveria nao parece ter problemas significativos ma gostaria se alguem pudesse dar uma olhada,Hardware
6158,erro de autenticacao o usuario relatum ter problemas para se conectar ao sistema apesar da senha ser certa houve tentativas anteriores e a recuperacao do id foi sucedida com e mail,Acesso
6159,risco a seguranca do navegador o chrome avisa que o site http www exemplo com tem uma vulnerabilidade de seguranca,Comunicação
6160,microfone usb nao reconhecido quando conectei meu microfone ao computador ele foi detectado por alguns momentos ma logo desapareceu semelhante a um dispositivo de baixa prioridade,Hardware
6161,dificuldade na consulta ao banco acessando dado do relatorio o sistema retorna erro sql error consultas normais executadas no passado,Banco de Dados
6162,lento na rede a velocidade de conexao wi fi e significativamente reduzida afetando principalmente downloads e uploads,Rede
6163,sombras na conexao wi fi quando o computador se desconecta de forma intermitente durante uso geralmente no inicio da tarde,Rede
6164,som barulhento do computador estou utilizando o meu pc e percebo que ha um ruido estridente cada vez mais alto ao abrir programas acredito ser algo relacionado a placa de som,Hardware
6165,suporte de video conferencia funcionario teve problemas intermitentes ao usar o conferencista voip e solicita assistencia tecnica para garantir a continuidade da reuniao,Acesso
6166,perfilacao do roteador wi fi o roteador da internet apresenta instabilidade na conexao trocando frequentemente de canal o perfilamento foi feito para identificar interferencias e otimizar a rede,Hardware
6167,por favor revisar configuracao do correio eu verifiquei meus log e notei que a mensagens de texto nao estao chegando para o contato pretendido aconteceu apos atualizar minha senha no sistema,Comunicação
6168,computador sem resposta o computador esta no estado de hibernacao ele nao retoma o trabalho apos ser reiniciado,Hardware
6169,mudanca na configuracao do e mail meu cliente nao consegue ver a mensagens recebidas apos alterar o protocolo de autenticacao no seu servidor smtp,Comunicação
6170,insercao duplicada quando tento inserir registros no banco algumas entradas parecem estar invalidas e repetindo ocorre quando a validacao de um campo deve impedir essa entrada,Banco de Dados
6171,relacao de frequencia intermitente a conexao wi fi apresenta intervalos de perda constante afetando principalmente durante a transmissao de video,Rede
6172,painel movel nao responde o painel de controle da instalacao esta desligado ma o sistema parece estar funcionando normalmente,Infraestrutura
6173,sistema de alarme fraco alguns do alarmes no sistemas de seguranca internos estao apresentando respostas fracas apenas fazendo um som baixo,Infraestrutura
6174,login falso cliente afirma que foi redirecionado para o login quando tentou chegar ao seu perfil ma sua conta nao esta acessivel,Acesso
6175,problemas intermitentes de internet ocorre perda ocasional e sincronizacao lenta da conexao durante downloads ou navegacao na internet,Rede
6176,acesso restrito ao servidor um colaborador relatum ter esquecido a credenciais do administrador e precisa de ajuda para obter acesso temporario,Acesso
6177,painel de controle atraso o painel de controle do edificio esta atrasando na sincronizacao do horarios normalmente o sensores indicam a hora com precisao,Infraestrutura
6178,som de audio estranho na rede o som do computador esta apresentando distorcoes intermitentes ao tentar se conectar a internet via wi fi nao ha mudancas no hardware e o problema surge exclusivamente durante a utilizacao de servicos online,Rede
6179,som de rede intermitente o sistema perde frequentemente o sinal da internet causando problemas no trabalho remoto,Rede
6180,problemas de rede intermitentes desenvolvemos uma atividade que requer conexao constante ma ocorrem desconexoes frequentes durante o horarios pico acreditamos ter um problema com a infraestrutura de rede,Rede
6181,taxon de transmissao lenta desde o ultimo upgrade a taxas de transferencia do servidores da empresa estao significativamente mais lentas do que ante isso afeta apenas a funcionalidade basica e nao altera nenhum processo critico ou servico,Infraestrutura
6182,perfil de cliente sem alteracao funcionario tentou atualizar perfil do usuario ma nao conseguiu e precisa entender o motivo,Acesso
6183,conflito de rede no tivemos problemas intermitentes na internet dentro do nosso escritorio a conexao e instavel afetando a comunicacao interna e o trabalho remoto,Infraestrutura
6184,acesso restrito a area do escritorio o sistema de seguranca nao reconhece minha chave de fenda digital impedindo o acesso ao predio,Comunicação
6185,erro ao fazer upload de documentos o cliente relatum que nao consegue realizar o upload de arquivos importantes no sistema apesar do navegador funcionar corretamente e ter acesso a internet,Acesso
6186,conectividade de internet instavel estamos enfrentando problemas recorrentes de conexao a internet a velocidade e muito baixa e a rede fica inacessivel sem motivo aparente causando atrasos criticos em trabalhos importantes,Rede
6187,risco de quebra no laptop meu computador portatil esta travando consistentemente o sistema operacional nao responde e estou preocupado com possiveis danos a placa mae,Hardware
6188,lampada led que nao acende a lampada e nova ma quando eu tento ligar o painel de controle ela permanece em branco adequado a substituicao por favor,Hardware
6189,problemas de conectividade a equipa relatum que o navegador nao consegue carregar determinados site mesmo quando a internet esta funcionando normalmente em outros dispositivos,Acesso
6190,problema bluetooth o meu dispositivo nao consegue se conectar ao celular ou aparelho de som via bluetooth,Comunicação
6191,problemas intermitentes de conexao wi fi o cliente relatum que sofre com picos e quedas frequentes na sua rede wi fi afetando a qualidade do trabalho remoto,Rede
6192,sistema de gestao erp indisponivel uma conta administrativa avisa que o sistema erp nao esta respondendo ma a atividade no painel do cliente parece normal,Acesso
6193,dispositivo movel nao carregando meu tablet esta conectado ma o logo do fabricante fica na barra de progressao e nada acontece com a bateria ja desconectei varias vezes,Hardware
6194,problemas de conexao semelhantes usuario relatum que tem problemas intermitentes de internet e nao consegue fazer ligacoes voip atencao necessaria para solucao,Acesso
6195,luz intermitente a iluminacao publica da rua principal esta apresentando lampadas fracas e ajustes de brilho irregular,Infraestrutura
6196,login atrasado funcionario relatum que precisa entrar no sistema ma nao conseguiu autenticar e perdeu a senha nao ha preocupacao urgente,Acesso
6197,problemas de rede usuario relatum problemas intermitentes na conexao a internet no escritorio menos frequente ma irritante quando acontece,Acesso
6198,som ausencia no laptop o som de trabalho do meu notebook nao esta funcionando apenas o volume alto tentei reiniciar e limpar o cache sem sucesso,Hardware
6199,som distorcido no laptop estou utilizando meu laptop e percebo que o som esta saindo dobrado nao consigo escutar claramente o audio,Hardware
6200,consulta lenta tempo excepcionalmente longos quando executa consultas no banco ma sem impactar a funcionalidade diaria,Banco de Dados
6201,login falhou apos reset de senha cliente relatou ter usado o procedimento padrao do sistema para recuperar uma senha perdida ma continuum recebendo erro ao tentar fazer login solucao imediata necessaria,Acesso
6202,dificuldade de navegar na interface o cliente relatum ter problemas para encontrar uma funcao especifica no software ma a visualizacao da interface parece normal e o problema nao afeta outras area,Acesso
6203,problemas de conexao usuario relatum problemas intermitentes na internet que afetam o acesso a ferramentas online do departamento,Acesso
6204,desktop sem energia o computador nao responde apos ligacao de power teste confirmado na outra tomada possivel problema interno,Hardware
6205,falha na criacao do documento no word estou tendo problemas ao abrir o microsoft word o programa nao inicia e retorna um erro de inicializacao,Comunicação
6206,e mail nao envia anexos tempo atrasados no envio de e mail internos atenciosamente ana silva,Comunicação
6207,problemas de conectividade wi fi irregular eu estou experimentando uma velocidade ruim na internet parece que algumas aplicacoes nao conseguem se estabelecer com sucesso e a transmissoes online sao intermitentes,Rede
6208,mensagem enviada incorretamente a mensagem que eu escrevi foi recebida por outro usuario nao consigo acessar meus e mail,Comunicação
6209,sistema de sinalizacao desligada o sistema eletronico utilizado na sala do servicos do hospital nao esta ligando o dispositivos de alarme conforme programado sempre que o painel e ativado nenhum som ou luz se manifesta,Comunicação
6210,suporte basico da rede eu estou experimentando dificuldade intermitente na conexao de internet a velocidade varia e a vezes nao consigo acessar o intranet do trabalho,Comunicação
6211,som estranho do laptop aproveitei o ultimo me trabalhando no meu macbook pro ma recentemente comecei a notar uma saturacao de som irregular quando uso aplicativos especificos agradeco se puderem ajudar com isso,Hardware
6212,problemas ao enviar mensagem no slack estou tentando compartilhar uma noticia importante ma a mensagens nao estao aparecendo no canais apropriados acredito que pode haver um problema com o bot do slack ou na configuracao do grupos,Comunicação
6213,painel de controle lento o painel administrativo da infraestrutura nao responde aos comandos rapidamente causando atrasos no monitoramento do sistema,Infraestrutura
6214,luzes intermitentes algumas lampadas na sala de descanso estao piscando aleatoriamente nao afetando a iluminacao geral,Infraestrutura
6215,problema na consulta fico esperando muito tempo quando executo uma tabela especifica no banco de dado e eventualmente a conexao e perdida,Banco de Dados
6216,problema de login usuario relatum dificuldade na utilizacao do seu perfil no sistema ele tentou o log in ma nao consegue acessar a suas contas mesmo apos verificacoes preliminares,Acesso
6217,perfilcao do banco gostaria de saber o esforco necessario e possiveis riscos envolvidos na perfilacao do usuarios para melhoria da seguranca,Banco de Dados
6218,sistema de vendas slotta um cliente nao consegue abrir o aplicativo vendas slotta em seu dispositivo movel o problema comecou ha doi dia e ja tentaram reiniciar a app ma sem sucesso,Acesso
6219,problemas no servidor de rede funcionarios estao enfrentando instabilidade na conexao com o servidor da empresa causando atrasos na operacoes comerciais acredita se que seja um problema relacionado a uma falha recente no hardware do switch,Acesso
6220,tela de login fica invisivel funcionario relatum que ao tentar entrar no sistema do trabalho pela primeira vez apos um reinicio forcado da maquina a tela inicial nao e exibida o usuario ja verificou a configuracoes de resolucao e limpeza do dispositivos para garantir,Acesso
6221,sintomas na pc meu computador esta rodando lento aumentou o uso de cpu e memoria sem nenhum software novo,Comunicação
6222,viagem de rede no servidor durante o atual processo de manutencao notamos travamento na aplicacao do sistema da empresa ocorreu uma viagem inesperada dentro da redes internas que afetou a disponibilidade do servicos para o clientes,Infraestrutura
6223,problemas de navegacao do site a cliente relatum que esta tendo dificuldades ao usar o site da empresa especialmente em encontrar informacoes importantes e completar formularios online,Acesso
6224,atraso na conexao wi fi experimentei uma lentidao constante ao navegar no internet ate agora nao ha interrupcao completa da rede,Rede
6225,insight de perfil cliente relatum dificuldade na visualizacao do insight do seu historico de transacoes,Acesso
6226,lixeira externa nao carregando eu tenho uma lixeira externa que deveria ser reabastecida ma ela permanece sem baterias apesar da luz indicadora estar acesa,Hardware
6227,baixo trafego de internet percebemos uma diminuicao no desempenho do sistema devido ao baixo uso da rede interna,Infraestrutura
6228,sistema de recursos humanos socia o usuario relatum que apesar de ter autenticado recentemente no sistema para atualizar seus detalhes pessoais e salarios agora encontra se sem acesso aparenta ser um problema temporario relacionado a sincronizacao do dado ou possivelmente uma interrupcao breve da rede,Acesso
6229,nao consegue entrar no sistema a equipe de vendas reporta que nao conseguem fazer login na plataformas comerciais a partir da ultima horas e o codigos reset para senha enviados via email estao desaparecendo,Acesso
6230,perda intermitente de conexao wi fi ocorre perda momentanea da conexao sem motivo aparente afetando a navegacao web e comunicacoes,Rede
6231,problemas de navegacao do site o usuario expressou dificuldade na localizacao da secao contato apesar da orientacoes basicas,Acesso
